,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8,display_name,house_number,road,neighbourhood,city_district,city,municipality,county,state,country,postcode,country_code,suburb,pharmacy,footway,residential,town,state_district,address29,pedestrian,bar,hamlet,village,cycleway,attraction,pub,post_office,restaurant,convenience,aerodrome,retail,hotel,locality,public_building,newsagent,clothes,province,estate_agent,cafe,place_of_worship,arts_centre,cinema,building,fast_food,post_box,supermarket,townhall,beauty,region,bank,parking,shoes,hairdresser,museum,industrial,clinic,commercial,alcohol,marina,theatre,memorial,artwork,castle,archaeological_site,subway_entrance,bakery,bus_stop,car,information,station,house,chalet,community_centre,bay,nightclub,courthouse,mobile_phone,hostel,optician,garden_centre,school,monument,books,travel_agency,computer,butcher,dry_cleaning,bicycle,mall,doctors,furniture,university,library,tram_stop,college,caravan_site,car_rental,stadium,sports_centre,water,path,wood,pitch,recycling,shop,address26,crematorium,car_repair,kindergarten,ferry_terminal
3187,Pizza Lauretta,"46 Boulevard de la Villette, 75019 Paris, France",48.8741444,2.3751312,"[16, 0]","[19, 0]",0,Cheapest beer,6.0,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46, Boulevard de la Villette, Quartier du Combat, Paris, Île-de-France, France métropolitaine, 75019, France",46,Boulevard de la Villette,,,Paris,Paris,Paris,Île-de-France,France,75019,fr,Quartier du Combat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,Pizzeria Mafiosi,"Reindorfgasse 15, 1150 Wien, Autriche",48.1900679,16.3302823,0,0,0,Cheapest beer,2.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27, Reindorfgasse, Reindorf, KG Rudolfsheim, Rudolfsheim-Fünfhaus, Wien, 1150, Österreich",27,Reindorfgasse,Reindorf,Rudolfsheim-Fünfhaus,Wien,,,,Österreich,1150,at,KG Rudolfsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,Pizzeria Popolare,"111 Rue Réaumur, 75002 Paris-2E-Arrondissement, France",48.8681361,2.3433222000000002,0,0,2,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111, Rue Réaumur, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France",111,Rue Réaumur,,Paris 2e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75002,fr,Quartier du Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,Plan B,"23 Rue du Bastion, 76600 Le Havre, France",49.49388870000001,0.11514769999999999,0,0,1,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8, Rue du Bastion, Porte Océane, Saint-François, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France",8,Rue du Bastion,Porte Océane,,Le Havre,Le Havre,Seine-Maritime,Normandie,France,76600,fr,Saint-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,Planétalis,"4 Place Robert Schuman, 38000 Grenoble, France",45.1915495,5.713068,0,0,1,Cheapest beer,3.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eurennepolis, Avenue du Doyen Louis Weil, Europole, Secteur 1, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38000, France",,Avenue du Doyen Louis Weil,,,Grenoble,Grenoble,Isère,Auvergne-Rhône-Alpes,France,38000,fr,Secteur 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurennepolis,,,,,,,,,,,,,,Europole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,Platypus Brewpub,32 Cours Charlemagne,45.74628970000001,4.8236024,"[16, 0]","[20, 0]",1,Platy-blonde (brassée sur place),5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platypus Café Brewpub, 32, Cours Charlemagne, Perrache, Lyon 2e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69002, France",32,Cours Charlemagne,,Lyon 2e Arrondissement,Lyon,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69002,fr,Perrache,,,,,Circonscription départementale du Rhône,,,Platypus Café Brewpub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,Players,"97 Lockhart Rd, Wan Chai, Hong Kong",22.2781584,114.17320790000001,"[15, 0]","[21, 0]",0,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"駱克道 Lockhart Road, 港鐵灣仔站 Wan Chai MTR Station, 灣仔北 Wan Chai North, 灣仔 Wan Chai, 西環 Sai Wan, 香港島 Hong Kong Island, 灣仔區 Wan Chai District, 香港 Hong Kong, China 中国",,,灣仔北 Wan Chai North,西環 Sai Wan,香港島 Hong Kong Island,,灣仔區 Wan Chai District,香港 Hong Kong,China 中国,,cn,灣仔 Wan Chai,,港鐵灣仔站 Wan Chai MTR Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,駱克道 Lockhart Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,Playoff Wagram,"58 Avenue de Wagram, 75017 Paris, France",48.8792458,2.2992666,"[17, 0]","[19, 0]",3,Cheapest beer,6.5,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PlayOff Wagram, 58, Avenue de Wagram, Quartier de la Plaine-de-Monceau, Paris, Île-de-France, France métropolitaine, 75017, France",58,Avenue de Wagram,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier de la Plaine-de-Monceau,,,,,,,,PlayOff Wagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,Playwright,"202 W 49th St, New York, NY 10019, USA",40.760472299999996,-73.98405059999997,"[15, 0]","[18, 0]",0,Cheapest beer,7.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Playwright, 202, West 49th Street, Times Square, Hell's Kitchen, Manhattan, Manhattan Community Board 5, New York, New York County, New York, 10019, United States of America",202,West 49th Street,,,Manhattan Community Board 5,,New York County,New York,United States of America,10019,us,Hell's Kitchen,,,,,,,,,,,,,,,The Playwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Times Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,Plazza Chicken Cafe,"Eonju-ro, Gangnam-gu, Seoul, South Korea",37.4741307,127.06045309999999,0,0,0,Cheapest beer,2.3,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"언주로, 강남구, 개포1동, 06322, 대한민국",,언주로,,,개포1동,,강남구,,대한민국,06322,kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,Plug In Café,60 Rue Gérard,48.8288958,2.3514028,"[16, 0]","[19, 0]",7,Cheapest beer,8.0,5.0,50,La Chouffe,9.0,5.0,50.0,Murphy's Stout,9.0,5.0,50.0,Edelweiss Blanche,9.0,5.0,50.0,Affligem,9.0,,50.0,,,,,,,,,,,,,"Plug In Café, 60, Rue Gérard, Cité Florale, Quartier de la Maison-Blanche, Paris, Île-de-France, France métropolitaine, 75013, France",60,Rue Gérard,Cité Florale,,Paris,Paris,Paris,Île-de-France,France,75013,fr,Quartier de la Maison-Blanche,,,,,,,,,,,,,Plug In Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,Plume,"32 Rue Cheverus, 33000 Bordeaux, France",44.8378059,-0.5755956,"[16, 0]","[19, 0]",2,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85, Rue du Loup, Centre ville, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",85,Rue du Loup,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Centre ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,Plus Que Parfait,"Rue de la Brasserie, 24100 Bergerac, France",44.8508906,0.4835358,0,0,0,Cheapest beer,5.3,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rue de la Brasserie, Le Petit Naillac, La Madeleine, Bergerac, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24100, France",,,Le Petit Naillac,,,Bergerac,Dordogne,Nouvelle-Aquitaine,France,24100,fr,La Madeleine,,,,Bergerac,,,Rue de la Brasserie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,Poechellekelder,"Rue du Chêne 5, 1000 Bruxelles, Belgique",50.844761299999995,4.349912869266651,0,0,2,Cheapest beer,5.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poechenellekelder, 5, Rue du Chêne - Eikstraat, Quartier du Centre - Centrumwijk, Bruxelles / Brussel, Ville de Bruxelles - Stad Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België - Belgique - Belgien",5,Rue du Chêne - Eikstraat,,,Bruxelles / Brussel,,,Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest,België - Belgique - Belgien,1000,be,Quartier du Centre - Centrumwijk,,,,,,,,,,,,,Poechenellekelder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,Point Ephémère,200 Quai de Valmy,48.8815009,2.3685984,"[14, 0]","[18, 0]",2,Cheapest beer,6.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Point Ephémère, 200, Quai de Valmy, Quartier de l'Hôpital Saint-Louis, Paris, Île-de-France, France métropolitaine, 75010, France",200,Quai de Valmy,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de l'Hôpital Saint-Louis,,,,,,,,,,,,,Le Point Ephémère,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,Point Zéro,"9 Rue Paul Lelong, 75002 Paris, France",48.8676662,2.3427119999999997,"[17, 0]","[19, 0]",1,Cheapest beer,7.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9, Rue Paul Lelong, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France",9,Rue Paul Lelong,,Paris 2e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75002,fr,Quartier du Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,Pointe Isabelle,"165 Avenue Michel Croz, 74400 Chamonix-Mont-Blanc, France",45.9230003,6.872855099999999,0,0,0,Heineken,7.0,,50,Affligem,7.5,,50.0,Edelweiss Blanche,7.5,,50.0,Lagunitas IPA,7.8,,50.0,Newcastle Brown Ale,7.8,,50.0,,,,,,,,,,,,,"Moö, Avenue Michel Croz, Les Moëttieux, Les Praz de Chamonix, Chamonix-Mont-Blanc, Bonneville, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74400, France",,Avenue Michel Croz,Les Moëttieux,,,Bonneville,Haute-Savoie,Auvergne-Rhône-Alpes,France,74400,fr,,,,,Chamonix-Mont-Blanc,,,,Moö,Les Praz de Chamonix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,Pointers,"Resselgasse 5, 1040 Wien, Austria",48.1989061,16.3684863,"[17, 0]","[18, 0]",1,Cheapest beer,3.8,2.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friedrich Kummer, 5, Resselgasse, Freihausviertel, KG Wieden, Wieden, Wien, 1040, Österreich",5,Resselgasse,Freihausviertel,Wieden,Wien,,,,Österreich,1040,at,KG Wieden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedrich Kummer,,,,,,,,,,,,,,,,,,,,
3205,Polette,"115 Boulevard Victor Hugo, 92110 Clichy, France",48.902233100000004,2.318172,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oasis Coiffure, Boulevard Victor Hugo, Clichy, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92110, France",,Boulevard Victor Hugo,,,,Arrondissement de Nanterre,Hauts-de-Seine,Île-de-France,France,92110,fr,,,,,Clichy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oasis Coiffure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,Polikarpov,"24 Cours Honoré d'Estienne d'Orves, 13001 Marseille, France",43.2930308,5.374033,"[18, 0]","[20, 0]",0,Cheapest beer,5.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24, Cours Honoré d'Estienne d'Orves, Opéra, 1er Arrondissement, Marseille, Provence-Alpes-Côte d'Azur, France métropolitaine, 13001, France",24,,,,Marseille,,,Provence-Alpes-Côte d'Azur,France,13001,fr,Opéra,,,,,,,Cours Honoré d'Estienne d'Orves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,Polkadot,"Albertgasse 5, 1080 Wien, Autriche",48.208492,16.3435901,0,0,0,Cheapest beer,3.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5, Albertgasse, KG Josefstadt, Josefstadt, Wien, 1080, Österreich",5,Albertgasse,,Josefstadt,Wien,,,,Österreich,1080,at,KG Josefstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,Ponta Beach Club,"Nika Anđusa, Petrovac, Montenegro",42.2070359,18.939875,0,0,0,Cheapest beer,2.3,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22, Nika Anđuša, Petrovac, Opština Budva, 85300, Crna Gora",22,Nika Anđuša,,,,,Opština Budva,,Crna Gora,85300,me,,,,,,,,,,,Petrovac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,Pontgarten,"Pontstraße 154, 52062 Aachen, Deutschland",50.780674499999996,6.0797447,0,0,0,Cheapest beer,3.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pontgarten, 154, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland",154,Pontstraße,Pontviertel,Aachen-Mitte,Aachen,,Städteregion Aachen,Nordrhein-Westfalen,Deutschland,52062,de,Burtscheid,,,,,,,,,,,,,,,Pontgarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,Pony Polo,"24 Rue Saint-Lazare, 75009 Paris, France",48.876782500000004,2.3369508999999997,0,0,2,Cheapest beer,6.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gyoza Bar, 24, Rue Saint-Lazare, Nouvelle Athènes, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France",24,Rue Saint-Lazare,Nouvelle Athènes,,Paris,Paris,Paris,Île-de-France,France,75009,fr,Paris 9e Arrondissement,,,,,,,,,,,,,,,Gyoza Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,Pop In,105 Rue Amelot,48.861411600000004,2.3675537,"[17, 30]","[20, 0]",4,Cheapest beer,6.0,3.0,50,Hoegaarden Wit-Blanche,,4.0,50.0,Guinness,,4.0,50.0,,,,,,,,,,,,,,,,,,,,,"Pop In, 105, Rue Amelot, Quartier de la Folie-Méricourt, Paris, Île-de-France, France métropolitaine, 75011, France",105,Rue Amelot,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier de la Folie-Méricourt,,,,,,,,Pop In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,PopCafé,"Piazza Santo Spirito, 18/R, 50125 Firenze FI, Italie",43.766666799999996,11.2470023,0,0,0,Cheapest beer,6.0,,50,Moretti,6.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,"18 R, Piazza Santo Spirito, Oltrarno, Quartiere 1, Firenze, Toscana, 50125, Italia",18 R,Piazza Santo Spirito,Oltrarno,,Firenze,,Firenze,Toscana,Italia,50125,it,Quartiere 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,Populaire,"20 Rue Torricelli, 75017 Paris, France",48.88101079999999,2.2924706,"[16, 0]","[18, 0]",2,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20, Rue Torricelli, Quartier des Ternes, Paris, Île-de-France, France métropolitaine, 75017, France",20,Rue Torricelli,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Ternes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,Port Saïd,"Tel-Aviv, Israël",32.080480800000004,34.7805274,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"כיכר רבין, תל אביב - יפו, גני שרונה, תל אביב-יפו, מחוז תל אביב, no, ישראל",,,,,תל אביב-יפו,,,מחוז תל אביב,ישראל,no,il,גני שרונה,,,תל אביב - יפו,,,כיכר רבין,כיכר רבין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,Porter'S Bar And Grill,"173 Porter St, Boston, MA 02128, USA",42.371400888888886,-71.03294497222224,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter 156, 156, Porter Street, Jeffries Point, East Boston, Boston, Suffolk County, Massachusetts, 02128, United States of America",156,Porter Street,Jeffries Point,,Boston,,Suffolk County,Massachusetts,United States of America,02128,us,East Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porter 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,Pousse Café,"61 Rue du Dôme, 92100 Boulogne-Billancourt, France",48.8320674,2.2485953,"[16, 0]","[20, 0]",3,Cheapest beer,7.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61, Rue du Dôme, Point du Jour, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92100, France",61,Rue du Dôme,,,Boulogne-Billancourt,Boulogne-Billancourt,Hauts-de-Seine,Île-de-France,France,92100,fr,Point du Jour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,Prime Cut,"Nairobi, Kenya",-1.2832533000000002,36.8172449,0,0,0,Cheapest beer,2.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jia Yuan Shi Fu Restaurant, Loita Street, Central Business District, UpperHill, Nairobi, 00200, Kenya",,Loita Street,,,Nairobi,,,Nairobi,Kenya,00200,ke,UpperHill,,,,,,,,,,,,,,,Jia Yuan Shi Fu Restaurant,,,,,,,,,,,,,,,,,,,,,Nairobi,,,,,,,,Central Business District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,Privileg,"Graseweg 1, 06108 Halle (Saale), Allemagne",51.4832399,11.9678506,0,0,0,Cheapest beer,3.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Privileg, 1, Graseweg, Altstadt, Halle (Saale), Sachsen-Anhalt, 06108, Deutschland",1,Graseweg,,,Halle (Saale),,Halle (Saale),Sachsen-Anhalt,Deutschland,06108,de,Altstadt,,,,,,,,Privileg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,Proibido,"34 Rue Durantin, 75018 Paris, France",48.8860329,2.3367672,0,0,1,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20, Rue Durantin, Quartier des Grandes-Carrières, Paris, Île-de-France, France métropolitaine, 75018, France",20,Rue Durantin,,,Paris,Paris,Paris,Île-de-France,France,75018,fr,Quartier des Grandes-Carrières,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,Pub 78,"20 Place Charles de Gaulle, 78100 Saint-Germain-en-Laye, France",48.897197399999996,2.0950629000000003,"[16, 0]","[19, 0]",1,Cheapest beer,7.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Square, 20, Place Charles de Gaulle, Saint-Germain-en-Laye, Yvelines, Île-de-France, France métropolitaine, 78100, France",20,,,Saint-Germain-en-Laye,,Saint-Germain-en-Laye,Yvelines,Île-de-France,France,78100,fr,,,,,Saint-Germain-en-Laye,,,Place Charles de Gaulle,,,,,,,,,,,,,,,,,,,Le Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,Pub Colonial,"Carrer del Dr. Vicent Zaragoza, 3, 46020 València, Valencia, España",39.48563370000001,-0.3646876,0,0,0,Cheapest beer,2.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3, Carrer del Doctor Vicent Zaragozà, Trinitat, la Saïdia, València, Comarca de València, València / Valencia, Comunitat Valenciana, 46020, España",3,Carrer del Doctor Vicent Zaragozà,Trinitat,la Saïdia,València,Comarca de València,València / Valencia,Comunitat Valenciana,España,46020,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,Pub Ikkuna,"Salomonkatu 4, 00100 Helsinki, Finland",60.1678988,24.927812399999997,"[10, 0]","[14, 0]",0,Cheapest beer,5.2,3.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kampin apteekki, 19, Salomonkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Manner-Suomi, 00100, Suomi",19,Salomonkatu,,Eteläinen suurpiiri,Helsinki,Helsingin seutukunta,Uusimaa,,Suomi,00100,fi,Kamppi,Kampin apteekki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manner-Suomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,Pub Mac Ewan's,"8 Place Sébastopol, 59000 Lille, France",50.6284797,3.0585755378623465,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac Ewan's, 8, Place Sébastopol, Wazemmes, Lille, Nord, Hauts-de-France, France métropolitaine, 59000, France",8,Place Sébastopol,Wazemmes,Lille,Lille,Lille,Nord,Hauts-de-France,France,59000,fr,Wazemmes,,,,,,,,,,,,,Mac Ewan's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,Pub Moret,"19 Rue Moret, 75011 Paris, France",48.8673618,2.3791022,"[17, 0]","[20, 0]",0,Cheapest beer,5.0,2.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19, Rue Moret, Quartier de la Folie-Méricourt, Paris, Île-de-France, France métropolitaine, 75011, France",19,Rue Moret,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier de la Folie-Méricourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,Pub Mulligan,"4 Allée du Cadran, 64600 Anglet, France",43.4819779,-1.5040906,"[17, 30]","[19, 0]",0,Cheapest beer,6.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altica Anglet, Allée du Cadran, Aritxague, Anglet, Bayonne, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64600, France",,Allée du Cadran,,,,Bayonne,Pyrénées-Atlantiques,Nouvelle-Aquitaine,France,64600,fr,Aritxague,,,,Anglet,,,,,,,,,,,,,,,Altica Anglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
